Constituency Name,Electorate,Conservative Votes,Conservative Vote (proportion),Labour Votes,Labour Vote (proportion),Lib Dem Votes,Lib Dem Vote (proportion),Turnout (Proportion),Binary_Con (1 = win),Median House Price (£),Ratio of median house price to median salary,Home Ownership (proportion of households),Unemployment Rate,Share of LSOAs (small areas) in most deprived decile,Number of Businesses,Number of businesses per capita,Standardised Weighted Overall Social Mobility Index,School Funding Per Pupil (Real),Are Religous (proportion),Are Not Religious (proportion),Are Christian (proportion),Are Muslim (proportion),Average Internet Speed (Mb/s),Asthma,Atrial fibrillation,Cancer diagnosis since 2003,Cardiovascular disease (primary prevention),Chronic kidney disease,COPD,Coronary heart disease,Dementia,Depression,Diabetes,Epilepsy,Heart failure,High blood pressure (hypertension),Learning disabilities,Obesity,Osteoporosis,Peripheral arterial disease,Rheumatoid arthritis,"Schizophrenia, bipolar disorder & psychoses",Stroke and transient ischaemic attack,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,"""White""","""Mixed""","""Asian""","""Black""","""Other"""
Tiverton and Honiton,82953,35893,0.432690801,11654,0.140489193,8807,0.106168553,0.718635854,1,248625,8.8,0.71311418,0.016246489,0,5500,0.066302605,-22.77967013,"4,335",0.653296535,0.263692119,0.64283962,0.001482163,43.9,0.078882057,0.032574123,0.04450126,0.010445507,0.057065615,0.022795438,0.040156294,0.012051589,0.126367558,0.079799354,0.008127148,0.012702665,0.174903431,0.004962332,0.098239385,0.009917341,0.007278949,0.0088311,0.008204165,0.025695554,0.1008814,0.10563406,0.08617214,0.09848107,0.11444811,0.14725592,0.13950765,0.12972387,0.07789577,0.985076153,0.006173975,0.006807728,0.001103956,0.000838189
Tonbridge and Malling,79278,35784,0.451373647,8286,0.104518277,8843,0.111544186,0.719026716,1,390000,10.6,0.699099556,0.014619568,0,5555,0.070069881,13.55490985,"4,335",0.658216721,0.269856024,0.638050013,0.006052033,76.1,0.061569746,0.023002905,0.034848565,0.008354958,0.039882406,0.015829727,0.026110153,0.006599716,0.110658084,0.059468519,0.007772598,0.007471,0.133194857,0.002973684,0.082876578,0.007884523,0.004744579,0.008258242,0.006559713,0.017505628,0.12462774,0.12971458,0.09374595,0.11378814,0.14166404,0.14759255,0.10599139,0.08923253,0.0536431,0.958929022,0.014872443,0.020045466,0.002828997,0.003324072
Tooting,76954,16504,0.214465785,30811,0.400382046,8305,0.107921616,0.759843543,0,593000,14.4,0.484353236,0.021092283,0,5220,0.067832731,100.3356797,"4,335",0.660267565,0.263139676,0.494620638,0.107343999,85.8,0.047335443,0.007965289,0.018960994,0.00769166,0.015402271,0.007689812,0.013720407,0.004679581,0.078551699,0.050020854,0.005083983,0.00366586,0.085991091,0.003470978,0.062437086,0.005340569,0.002453465,0.004217347,0.010228743,0.008256429,0.12924047,0.08748404,0.18708234,0.23051854,0.13554865,0.10139676,0.06144787,0.04028664,0.0269947,0.658976518,0.050659557,0.152717747,0.11973992,0.017906259
Torbay,75054,29863,0.397886855,6562,0.087430383,12114,0.161403789,0.671862925,1,188000,7.1,0.648662809,0.033919424,0.2,2980,0.039704746,-6.698629882,"4,334",0.645029444,0.27802372,0.629257093,0.004653461,82.0,0.076136758,0.029550598,0.042330073,0.011380443,0.072549027,0.028690359,0.040136236,0.010806669,0.140702811,0.073711863,0.010767716,0.011337573,0.170972292,0.006222043,0.111259001,0.022058752,0.00995102,0.010438423,0.013025677,0.026917923,0.10645817,0.0990922,0.09903248,0.10619935,0.11460054,0.14944955,0.1325775,0.11900022,0.07359,0.971564469,0.011674834,0.012529342,0.002244368,0.001986987
Torridge and West Devon,80403,35904,0.446550502,10290,0.127980299,10912,0.135716329,0.742882728,1,230000,8.5,0.724322913,0.019853636,0,5305,0.065980125,-35.9310029,"4,334",0.644382248,0.26932694,0.63273412,0.001625799,44.3,0.079792361,0.03118459,0.041586897,0.011798307,0.047860707,0.021772696,0.047223179,0.010912369,0.101369336,0.075466258,0.009247106,0.011033385,0.174140743,0.005124594,0.107023959,0.006304387,0.008021372,0.010294523,0.009561523,0.029616446,0.09381586,0.10153011,0.08191611,0.09236515,0.11017555,0.15775492,0.15829405,0.13266156,0.07148669,0.986407088,0.006935369,0.00462015,0.000956957,0.001080436
Totnes,69863,27751,0.397220274,8860,0.126819633,15027,0.215092395,0.74691897,1,269000,9.9,0.702952913,0.018168296,0.019230769,4480,0.064125503,-24.50830002,"4,334",0.62976606,0.281839153,0.611541202,0.002306791,49.6,0.076308688,0.033907482,0.049848238,0.012766013,0.066368677,0.025281553,0.040517364,0.009397743,0.110459776,0.068882494,0.009393704,0.010613723,0.179645101,0.004896353,0.086763565,0.01606622,0.00916733,0.009869277,0.009925451,0.028192164,0.09530362,0.09880153,0.07657549,0.0884569,0.10670336,0.15336888,0.15793337,0.14346006,0.07939676,0.983840385,0.008260969,0.004975906,0.001316441,0.0016063
Tottenham,75740,5446,0.071903882,35621,0.470306311,3168,0.041827304,0.618642725,0,450000,13.8,0.315811004,0.043877665,0.180555556,5275,0.069646158,2.592936873,"4,332",0.729326741,0.183755426,0.474167615,0.190688425,98.6,0.043288767,0.007397506,0.017192206,0.010557855,0.020853488,0.009449752,0.015347177,0.003826144,0.083083841,0.073416312,0.005411235,0.005741107,0.109933236,0.004912473,0.112908404,0.005119866,0.00275994,0.004831418,0.014023104,0.00879571,0.13635143,0.12096157,0.16127504,0.18701199,0.14721484,0.11754555,0.06796707,0.03754102,0.02413149,0.500893707,0.066985461,0.106695451,0.266556791,0.05886859
Truro and Falmouth,76719,27237,0.355022876,22676,0.295572153,7150,0.093197252,0.771516834,1,275000,9.8,0.670213849,0.018637785,0,4680,0.061001838,18.82468262,"4,331",0.602862615,0.312401304,0.585357659,0.002631903,58.5,0.06978071,0.028064195,0.036929635,0.012568926,0.047820773,0.01875553,0.037611811,0.00814899,0.097599708,0.056611356,0.008149337,0.0116784,0.144781533,0.004796024,0.090845689,0.006798971,0.006200357,0.007960786,0.007982927,0.02679681,0.10169194,0.10555131,0.13890662,0.1049544,0.11629583,0.13607641,0.12502315,0.11159253,0.05990779,0.975092117,0.010359619,0.010639608,0.001724737,0.00218392
Tunbridge Wells,74823,30119,0.402536653,8098,0.108228753,15474,0.206808067,0.730390388,1,380000,10.5,0.657221838,0.014945488,0,5815,0.077716745,29.27511959,"4,330",0.65157514,0.269429904,0.625516322,0.011459027,70.2,0.062199412,0.024179208,0.038234965,0.012264925,0.04368813,0.015678414,0.024317865,0.00830325,0.124946513,0.058249286,0.007730995,0.007587863,0.132857256,0.004272789,0.075543588,0.01454021,0.004525211,0.007828082,0.009475679,0.019054011,0.12002947,0.12305991,0.08895133,0.12883527,0.14748769,0.14638234,0.10280476,0.08585639,0.05659281,0.947768155,0.016836395,0.026306272,0.005681926,0.003407252
Twickenham,84906,22045,0.259640073,5476,0.064494853,36166,0.425953407,0.759698961,0,560000,13.3,0.668705143,0.017122327,0,7460,0.087861871,44.69688467,"4,328",0.631388032,0.287936044,0.549259371,0.033404039,115.9,0.051389698,0.015455851,0.027175516,0.003538809,0.022848642,0.011639038,0.020453477,0.007080693,0.068475216,0.047037144,0.005975592,0.006010753,0.100307742,0.003642374,0.055633265,0.00694078,0.002958022,0.005446451,0.00842621,0.012110508,0.13142248,0.11767042,0.09260214,0.13746121,0.1699299,0.14073429,0.09732148,0.07016416,0.04269393,0.856687047,0.034723089,0.079347962,0.015641432,0.013600471
Tynemouth,77261,22071,0.28566806,26928,0.348532895,3791,0.049067447,0.725255951,0,207500,6.3,0.702362312,0.028699419,0.047619048,2770,0.0358525,25.56381413,"4,321",0.651727944,0.282718537,0.633319495,0.009042214,106.6,0.072290513,0.023201031,0.038150879,0.011205594,0.044646516,0.023247287,0.039001661,0.008588099,0.112580361,0.072666918,0.009361205,0.014450459,0.149712864,0.006626389,0.116684209,0.009704135,0.008358126,0.008718667,0.008589432,0.025821571,0.11403808,0.11175814,0.08947165,0.12604992,0.13802227,0.14480297,0.12082867,0.09555159,0.05947669,0.966160046,0.00951812,0.019481769,0.00237953,0.002460535
Uxbridge and South Ruislip,70365,25351,0.360278548,18141,0.257812833,3026,0.043004335,0.684814894,1,411500,11.1,0.647287549,0.018426629,0,4955,0.070418532,27.71671101,"4,320",0.725401859,0.209243507,0.544335438,0.078949188,107.6,0.053827265,0.015507519,0.021463968,0.012200198,0.022168496,0.012619529,0.021940557,0.005166157,0.088863238,0.069873532,0.006107688,0.005862012,0.120139392,0.003573832,0.080890241,0.00451659,0.003713626,0.007186715,0.007712899,0.011712081,0.13370573,0.11731476,0.17603036,0.15218246,0.13038456,0.11549754,0.08010168,0.05685359,0.03792924,0.698459745,0.038768191,0.180977504,0.055672466,0.026122094
Vauxhall,88659,9422,0.106272347,31615,0.356590983,12003,0.135383887,0.635389526,0,602000,15.6,0.261288796,0.034074472,0,6380,0.071961109,73.8841735,"4,320",0.626836091,0.288372664,0.530214938,0.06669999,112.0,0.046037527,0.007408172,0.016924788,0.008269715,0.018463455,0.009122677,0.011140373,0.003330576,0.086726336,0.052014101,0.004434027,0.003658538,0.091308937,0.003163213,0.070203567,0.003077739,0.003313751,0.004078985,0.012123709,0.008790295,0.08974699,0.08871855,0.25172544,0.22528343,0.11961178,0.10706163,0.06224439,0.03414723,0.02146054,0.584322082,0.071102225,0.070505906,0.246989906,0.02707988
Wakefield,70192,21283,0.303211192,17925,0.255370982,1772,0.025245042,0.64148336,1,160500,6.1,0.589623101,0.030752832,0.133333333,3620,0.051572829,-26.6906771,"4,318",0.676178556,0.259156026,0.618865305,0.045638135,78.8,0.071288326,0.021810246,0.032130388,0.010630339,0.051004452,0.024025624,0.035714285,0.007291611,0.139888945,0.079025766,0.008686058,0.009034575,0.146849239,0.005692326,0.122932378,0.004043258,0.007542816,0.0071368,0.009627896,0.02158786,0.12126141,0.10984356,0.1161824,0.13790709,0.13301656,0.13883956,0.11017092,0.08679952,0.04597895,0.917043566,0.012432421,0.05076046,0.014241538,0.005522014
Wallasey,66310,11579,0.174619213,29901,0.450927462,1843,0.027793696,0.701131051,0,143261,5.2,0.646544071,0.040196274,0.310344828,1980,0.02985975,-11.16947521,"4,316",0.6940432,0.238450874,0.679833192,0.004852198,102.1,0.078099517,0.026711959,0.034834721,0.011784089,0.04843877,0.027922557,0.03779229,0.008001049,0.193790408,0.078000635,0.011032961,0.011862422,0.159659432,0.007480363,0.134666124,0.009751473,0.009038936,0.006919132,0.011697422,0.021690414,0.11898127,0.11336342,0.11578528,0.12352642,0.11926881,0.14474819,0.12380289,0.08927743,0.05124632,0.972183713,0.011169,0.012644783,0.002604982,0.001397522
Walsall North,67177,23334,0.347351028,11369,0.169239472,1236,0.018399154,0.544174345,1,135000,5.1,0.55241038,0.056515016,0.465517241,2200,0.032749304,-106.1289392,"4,316",0.700504911,0.238128209,0.619207908,0.03241441,98.6,0.066300472,0.020366558,0.025177778,0.011110098,0.049232261,0.028729894,0.037839529,0.007806242,0.139561179,0.092229212,0.009938577,0.010973834,0.150934224,0.006238577,0.147293855,0.010226274,0.007511229,0.010238125,0.010135694,0.018047411,0.14829108,0.12371644,0.12901434,0.13780446,0.1179622,0.1288556,0.09657224,0.074339,0.04344461,0.86282196,0.026854002,0.081925478,0.021751635,0.006646925
Walsall South,68024,17416,0.256027284,20872,0.306832883,1602,0.023550512,0.62436787,0,152500,5.7,0.582974628,0.050473091,0.271186441,2955,0.04344055,-37.75481475,"4,315",0.776045739,0.165937179,0.475520712,0.18834987,89.8,0.064116851,0.016642831,0.022673649,0.010577704,0.03893836,0.019514872,0.034974618,0.005911568,0.112507519,0.09885945,0.008728987,0.008885079,0.1404528,0.005212901,0.122050938,0.006888491,0.005196285,0.009160844,0.010628676,0.015098005,0.15032957,0.13994296,0.13524985,0.14684242,0.12523723,0.11313982,0.08509325,0.06186135,0.04230355,0.607122909,0.035624702,0.306933006,0.036355881,0.013963502
Walthamstow,70267,5922,0.084278538,36784,0.523488978,2874,0.040901134,0.687876243,0,452500,12.7,0.454549827,0.03668572,0.033898305,4820,0.0685955,46.23231455,"4,314",0.74757107,0.179439706,0.445359194,0.253516443,113.5,0.050346998,0.007726991,0.016349829,0.008756308,0.034467273,0.008380365,0.016481956,0.003597062,0.077415326,0.067647161,0.005323468,0.004746009,0.100470473,0.004586754,0.081241233,0.001471969,0.002659945,0.005253243,0.011052607,0.008180288,0.15840462,0.11349218,0.13151917,0.20749072,0.15289848,0.11063435,0.06474131,0.03722732,0.02359182,0.465491673,0.056281064,0.243243486,0.188777941,0.046205837
Wansbeck,63339,16310,0.257503276,17124,0.270354758,2539,0.040085887,0.639558566,0,135845,4.7,0.650094866,0.047068935,0.192307692,1970,0.03110248,-82.31835735,"4,312",0.700512821,0.241770452,0.68984127,0.003418803,47.7,0.080805879,0.027416905,0.039920885,0.010135499,0.057952204,0.032646046,0.048766442,0.010887737,0.149311207,0.089120906,0.009593659,0.018118445,0.169086269,0.007343611,0.175173643,0.014764044,0.009457291,0.011066942,0.011238514,0.026095145,0.10636335,0.1059196,0.1028015,0.11427854,0.12110237,0.15308693,0.13383863,0.10371294,0.05889619,0.983919414,0.004871795,0.009255189,0.000976801,0.000976801
Wantage,90867,34085,0.375108675,10181,0.112042876,21432,0.235861204,0.739245271,1,337500,9.0,0.694550769,0.013024121,0,5485,0.060362948,-33.2181968,"4,311",0.650920827,0.27702671,0.632175928,0.005178771,88.0,0.066855154,0.021645002,0.037103736,0.012963482,0.032969716,0.01510842,0.02477886,0.007507709,0.137272106,0.056545079,0.007891123,0.007326235,0.134372829,0.004387515,0.103896985,0.007938975,0.004996923,0.006870944,0.006985272,0.019163864,0.13306158,0.11072222,0.10353564,0.13911942,0.13624479,0.14017505,0.10112387,0.08382732,0.05219008,0.960145981,0.011089324,0.017637843,0.00865943,0.002467422
Warley,62357,10390,0.166621229,21901,0.35121959,1588,0.025466267,0.597190372,0,160000,6.4,0.563715513,0.049667023,0.142857143,2545,0.040813381,-15.78511986,"4,310",0.766770425,0.172449323,0.477652086,0.13960803,92.3,0.065852445,0.014071331,0.019555943,0.010762153,0.03506366,0.015217192,0.031871773,0.005289887,0.093105884,0.100729189,0.007881546,0.007755029,0.138289978,0.004978069,0.120907154,0.003715642,0.004837489,0.007802331,0.009470335,0.014599709,0.15258949,0.1365137,0.1326503,0.15195729,0.12976026,0.12136113,0.07814116,0.0591051,0.0379216,0.573735643,0.043459398,0.272849535,0.087081485,0.022873938
Warrington North,72235,19102,0.264442445,20611,0.285332595,3071,0.042514017,0.646044161,0,159000,5.6,0.676090508,0.029333157,0.112903226,3245,0.044922821,-5.953272251,"4,308",0.734290486,0.207608205,0.715543046,0.008328695,102.6,0.071639668,0.02203656,0.031451095,0.012919625,0.034207685,0.021239248,0.036923368,0.007339101,0.153047297,0.073540039,0.008716703,0.010615887,0.148613981,0.004933085,0.119858117,0.005534527,0.00761021,0.008173297,0.009187053,0.019418169,0.11710042,0.11025941,0.11543137,0.13397621,0.12446683,0.14828667,0.11447322,0.08966435,0.0463415,0.96497327,0.011059414,0.017812694,0.003780996,0.002373625
Warrington South,86015,28187,0.327698657,26177,0.30433064,5732,0.06663954,0.719630297,1,222500,6.7,0.751016851,0.02146443,0.046153846,6230,0.072429227,38.4233549,"4,308",0.739933654,0.201149372,0.712759893,0.012185208,94.0,0.064939084,0.022635978,0.031492982,0.012880822,0.035549217,0.016440064,0.034710731,0.010153014,0.115639348,0.066228168,0.007442788,0.008576471,0.139872579,0.004237899,0.09970584,0.00742105,0.006717139,0.00754474,0.008023641,0.018388204,0.11730646,0.11715597,0.10719599,0.12623061,0.14126354,0.14827537,0.10322084,0.08874566,0.05060558,0.954202682,0.010194833,0.030042517,0.003121058,0.00243891
Warwick and Leamington,76362,22929,0.300267149,23718,0.310599513,4995,0.065412116,0.709842592,0,294995,8.9,0.617109455,0.018409731,0,5315,0.069602682,14.93418465,"4,302",0.642835083,0.285474573,0.558060531,0.010428248,99.8,0.06584018,0.020016095,0.029758928,0.008195698,0.049976404,0.016054189,0.025016413,0.006681491,0.122822953,0.059797563,0.007583554,0.007916024,0.130427572,0.004095532,0.089864444,0.013566616,0.00440125,0.006511624,0.009076634,0.017775157,0.11437199,0.10599101,0.18192501,0.12831767,0.12962873,0.12422916,0.09270572,0.07485603,0.04797466,0.873049207,0.023152152,0.084805435,0.00826642,0.010726786
Washington and Sunderland West,66278,12218,0.18434473,15941,0.240517215,2071,0.031247171,0.565994749,0,123997.5,5.3,0.584613754,0.04935858,0.245901639,1620,0.0244425,-2.613585894,"4,299",0.704679583,0.241663752,0.69219919,0.00519076,90.2,0.066856225,0.02344032,0.034463546,0.011424453,0.043977164,0.034564555,0.043004444,0.0080078,0.130789913,0.080498691,0.010553854,0.010768215,0.169271798,0.007391132,0.145417255,0.008595658,0.009058372,0.009145907,0.00924818,0.022011152,0.11876449,0.11330433,0.11609152,0.1257896,0.12302526,0.13860617,0.12953634,0.09121231,0.04366998,0.979688329,0.006228913,0.010674912,0.002313274,0.001094573
Watford,83359,26421,0.316954378,21988,0.263774757,9323,0.111841553,0.696565458,1,376125,11.3,0.646820085,0.023326455,0,6070,0.072817572,37.8301604,"4,297",0.716034551,0.216188012,0.557942737,0.082185294,109.2,0.056949617,0.015842686,0.025114804,0.010396797,0.033388484,0.01439411,0.024506937,0.006980523,0.101521856,0.068429552,0.00664874,0.007074943,0.122606786,0.005464986,0.093028569,0.007915085,0.004156845,0.007483616,0.008380555,0.013484625,0.14092449,0.12017537,0.1144543,0.16061416,0.14713456,0.12508964,0.08619931,0.06321718,0.04219097,0.751190424,0.032104179,0.157092121,0.05094927,0.008664007
Waveney,82791,31778,0.383833992,13776,0.166394898,2603,0.031440616,0.617567127,1,185000,6.7,0.690657918,0.041117119,0.153846154,3190,0.038530758,-49.87503632,"4,293",0.613257997,0.31297695,0.600571852,0.003600913,54.4,0.073721093,0.027676856,0.039402367,0.012788797,0.052338487,0.028052019,0.040298308,0.009848399,0.140327479,0.083364346,0.010127977,0.009521433,0.170479071,0.007127882,0.122132723,0.005571235,0.00847282,0.009820014,0.011159716,0.023158495,0.1064064,0.10708965,0.10183244,0.10562826,0.11293521,0.14054033,0.12827983,0.12484461,0.07244329,0.976003669,0.010724672,0.008694888,0.003454535,0.001122236
Wealden,82998,37043,0.446311959,9377,0.112978626,11388,0.137208125,0.73383696,1,330000,10.5,0.77168355,0.013643445,0,5955,0.071748717,30.79619542,"4,291",0.655299294,0.265240895,0.636299964,0.004241802,57.9,0.069265914,0.031397658,0.043111342,0.017457414,0.050830668,0.01928886,0.032807498,0.010942667,0.131464958,0.062198115,0.007436686,0.00940868,0.167991141,0.004932778,0.081604275,0.004469083,0.006067427,0.008850821,0.008730059,0.022140095,0.10435739,0.11598497,0.08953881,0.0985027,0.12243968,0.15677701,0.13100356,0.1145395,0.06685638,0.972980705,0.010140867,0.01235055,0.002545081,0.001982796
Weaver Vale,70551,22210,0.314807728,22772,0.322773596,3300,0.046774674,0.718813341,0,194975,6.3,0.697679427,0.026142599,0.181818182,3505,0.049680373,-29.53863221,"4,287",0.717669211,0.22098708,0.70668905,0.003108021,70.2,0.073821709,0.02605714,0.038305742,0.013762826,0.043009185,0.0255685,0.037402502,0.008001375,0.13454081,0.075313926,0.008506737,0.011316134,0.166658818,0.004940182,0.129228992,0.010864376,0.007503717,0.011273264,0.007816047,0.020430644,0.11486384,0.11748386,0.10163148,0.11496288,0.13303904,0.14768048,0.12604857,0.09668861,0.04760123,0.976372237,0.009981964,0.010174798,0.001973707,0.001497295
Wellingborough,80765,32277,0.399640934,13737,0.170086052,4078,0.050492169,0.64276605,1,202000,7.2,0.681159744,0.024956243,0.047619048,6380,0.078994614,-50.76739184,"4,287",0.622076319,0.310411741,0.571378781,0.012858071,86.4,0.063977954,0.020316132,0.031831746,0.014358665,0.034629776,0.022310999,0.03202893,0.007562592,0.147167077,0.078364012,0.008223896,0.008862988,0.158005215,0.008334621,0.148433838,0.008125043,0.006652174,0.008781666,0.00925292,0.017260302,0.1282085,0.11871354,0.10432187,0.1265324,0.13301742,0.14078363,0.11003466,0.09099205,0.0473959,0.896306484,0.024604603,0.046995544,0.029107282,0.002986087
Wells,81898,33336,0.407042907,4304,0.052553176,23345,0.285049696,0.752497008,1,246500,8.6,0.717587232,0.024968585,0.033898305,5185,0.063310459,-6.07003225,"4,287",0.658310669,0.257232455,0.637936875,0.00343596,49.0,0.072713196,0.03233068,0.043490415,0.014602179,0.046633676,0.023383135,0.040089686,0.010417255,0.127427323,0.073244891,0.008805075,0.011389087,0.173194806,0.005301176,0.11335664,0.009911085,0.007482845,0.010384755,0.009036528,0.024776363,0.0996093,0.11469767,0.08834418,0.09497674,0.11723721,0.15539535,0.13619535,0.12015814,0.07338606,0.979539097,0.008904461,0.008817352,0.001761535,0.000977555
